Official NCBI gene id,Official NCBI gene symbol
23108,RAP1GAP2
221443,OARD1
23380,SRGAP2
10963,STIP1
56948,SDR39U1
53616,ADAM22
3676,ITGA4
23254,KAZN
10982,MAPRE2
23178,PASK
27445,PCLO
25941,TPGS2
1298,COL9A2
56890,MDM1
27316,RBMX
3207,HOXA11
221981,THSD7A
5912,RAP2B
285282,RABL3
11019,LIAS
23432,GPR161
25924,MYRIP
7940,LST1
7840,ALMS1
1577,CYP3A5
1203,CLN5
10036,CHAF1A
478,ATP1A3
9063,PIAS2
84301,DDI2
8828,NRP2
10207,INADL
150967,PKI55
23086,EXPH5
23090,ZNF423
23164,MPRIP
4214,MAP3K1
22848,AAK1
8497,PPFIA4
100499177,THAP9-AS1
6543,SLC8A2
10758,TRAF3IP2
9215,LARGE
9919,SEC16A
6934,TCF7L2
8841,HDAC3
10291,SF3A1
1645,AKR1C1
166614,DCLK2
26043,UBXN7
23313,KIAA0930
2901,GRIK5
91775,NXPE3
9123,SLC16A3
64114,TMBIM1
10015,PDCD6IP
51604,PIGT
51109,RDH11
27173,SLC39A1
2590,GALNT2
27131,SNX5
54458,PRR13
55666,NPLOC4
4848,CNOT2
57092,PCNP
51125,GOLGA7
51428,DDX41
5464,PPA1
79869,CPSF7
51727,CMPK1
79647,AKIRIN1
55914,ERBB2IP
23469,PHF3
54948,MRPL16
9547,CXCL14
114883,OSBPL9
51283,BFAR
23609,MKRN2
51304,ZDHHC3
7342,UBP1
80142,PTGES2
25980,AAR2
55858,TMEM165
9978,RBX1
55246,CCDC25
58477,SRPRB
63893,UBE2O
79581,SLC52A2
64847,SPATA20
55760,DHX32
59342,SCPEP1
405,ARNT
55577,NAGK
23560,GTPBP4
9950,GOLGA5
1939,EIF2D
64319,FBRS
57496,MKL2
79665,DHX40
51642,MRPL48
9616,RNF7
51654,CDK5RAP1
51117,COQ4
55859,BEX1
1911,PHC1
9330,GTF3C3
55213,RCBTB1
27005,USP21
54930,HAUS4
10600,USP16
94081,SFXN1
26519,TIMM10
55240,STEAP3
65985,AACS
64222,TOR3A
54919,DNAAF5
53918,PELO
55596,ZCCHC8
56912,IFT46
51765,STK26
54914,FOCAD
55284,UBE2W
79047,KCTD15
55631,LRRC40
51514,DTL
55665,URGCP
10078,TSSC4
54802,TRIT1
79654,HECTD3
55364,IMPACT
54969,C4orf27
80324,PUS1
51309,ARMCX1
55229,PANK4
6322,SCML1
55227,LRRC1
26512,INTS6
9439,MED23
131601,TPRA1
80150,ASRGL1
79794,C12orf49
51673,TPPP3
55003,PAK1IP1
55071,C9orf40
65999,LRRC61
51093,RRNAD1
29080,CCDC59
79176,FBXL15
56521,DNAJC12
55848,PLGRKT
29844,TFPT
57664,PLEKHA4
51002,TPRKB
60490,PPCDC
55751,TMEM184C
79991,OBFC1
57333,RCN3
23594,ORC6
80304,C2orf44
80019,UBTD1
54946,SLC41A3
55670,PEX26
27128,CYTH4
55833,UBAP2
11094,CACFD1
55422,ZNF331
96764,TGS1
79134,TMEM185B
51393,TRPV2
26232,FBXO2
57107,PDSS2
64859,NABP1
80162,ATHL1
64782,AEN
79132,DHX58
79612,NAA16
57348,TTYH1
54785,BORCS6
65260,COA7
80169,CTC1
29915,HCFC2
64359,NXN
65124,SOWAHC
55176,SEC61A2
6614,SIGLEC1
24147,FJX1
1028,CDKN1C
64081,PBLD
51389,RWDD1
29967,LRP12
55070,DET1
55686,MREG
79656,BEND5
64108,RTP4
55212,BBS7
55512,SMPD3
163486,DENND1B
65990,FAM173A
9499,MYOT
54847,SIDT1
79847,MFSD13A
80778,ZNF34
9617,MTRF1
51265,CDKL3
79891,ZNF671
23743,BHMT2
80263,TRIM45
55795,PCID2
57110,HRASLS
79733,E2F8
79872,CBLL1
23225,NUP210
54988,ACSM5
64127,NOD2
51478,HSD17B7
3781,KCNN2
79772,MCTP1
57089,ENTPD7
11133,KPTN
80224,NUBPL
57731,SPTBN4
51149,C5orf45
55193,PBRM1
79770,TXNDC15
55015,PRPF39
29951,PDZRN4
56985,ADPRM
11095,ADAMTS8
10826,FAXDC2
51347,TAOK3
55732,C1orf112
81858,SHARPIN
81622,UNC93B1
81490,PTDSS2
81606,LBH
79789,CLMN
55239,OGFOD1
51380,CSAD
54816,ZNF280D
81932,HDHD3
83442,SH3BGRL3
6041,RNASEL
81888,HYI
51271,UBAP1
84065,TMEM222
55143,CDCA8
55341,LSG1
6646,SOAT1
29081,METTL5
92815,HIST3H2A
3778,KCNMA1
55769,ZNF83
54797,MED18
27034,ACAD8
23603,CORO1C
9400,RECQL5
55272,IMP3
51227,PIGP
10923,SUB1
2768,GNA12
7357,UGCG
29982,NRBF2
55209,SETD5
220972,MARCHF8
5911,RAP2A
6853,SYN1
27079,RPUSD2
100129250,TOPORS-AS1
284325,C19orf54
1285,COL4A3
57187,THOC2
9236,CCPG1
11285,B4GALT7
54700,RRN3
6154,RPL26
64421,DCLRE1C
23409,SIRT4
25896,INTS7
79939,SLC35E1
2975,GTF3C1
6015,RING1
9902,MRC2
1540,CYLD
56848,SPHK2
90956,ADCK2
54552,GNL3L
54920,DUS2
112869,SGF29
1296,COL8A2
27147,DENND2A
93210,PGAP3
55223,TRIM62
6152,RPL24
3192,HNRNPU
5245,PHB
3146,HMGB1
5757,PTMA
4953,ODC1
8404,SPARCL1
6301,SARS
10134,BCAP31
3068,HDGF
5214,PFKP
10376,TUBA1B
5688,PSMA7
372,ARCN1
1476,CSTB
9315,NREP
6601,SMARCC2
9791,PTDSS1
10856,RUVBL2
9446,GSTO1
14,AAMP
381,ARF5
10467,ZNHIT1
6652,SORD
8519,IFITM1
5903,RANBP2
9559,VPS26A
55186,SLC25A36
6574,SLC20A1
3799,KIF5B
439,ASNA1
5977,DPF2
10226,PLIN3
1198,CLK3
64210,MMS19
8897,MTMR3
6535,SLC6A8
27020,NPTN
6566,SLC16A1
9129,PRPF3
8883,NAE1
7320,UBE2B
4601,MXI1
7073,TIAL1
3429,IFI27
23644,EDC4
6629,SNRPB2
4292,MLH1
5652,PRSS8
8772,FADD
9255,AIMP1
402,ARL2
1455,CSNK1G2
7298,TYMS
7844,RNF103
8295,TRRAP
8799,PEX11B
10140,TOB1
2354,FOSB
9780,PIEZO1
27347,STK39
1366,CLDN7
10162,LPCAT3
6507,SLC1A3
5326,PLAGL2
1652,DDT
23303,KIF13B
3612,IMPA1
4814,NINJ1
9830,TRIM14
9025,RNF8
10428,CFDP1
6310,ATXN1
7405,UVRAG
9130,FAM50A
8439,NSMAF
7174,TPP2
51362,CDC40
51439,FAM8A1
10788,IQGAP2
920,CD4
2002,ELK1
1374,CPT1A
9931,HELZ
55322,C5orf22
51626,DYNC2LI1
4835,NQO2
1716,DGUOK
10253,SPRY2
11060,WWP2
6948,TCN2
9583,ENTPD4
10403,NDC80
5481,PPID
8732,RNGTT
4005,LMO2
25913,POT1
3984,LIMK1
8501,SLC43A1
27301,APEX2
410,ARSA
2919,CXCL1
2039,DMTN
8317,CDC7
4673,NAP1L1
54471,MIEF1
5218,CDK14
6366,CCL21
29780,PARVB
6352,CCL5
29896,TRA2A
9482,STX8
24145,PANX1
11169,WDHD1
9783,RIMS3
1060,CENPC
1824,DSC2
2775,GNAO1
6236,RRAD
7272,TTK
9148,NEURL1
5734,PTGER4
2622,GAS8
399,RHOH
9575,CLOCK
9732,DOCK4
5167,ENPP1
55973,BCAP29
9945,GFPT2
4124,MAN2A1
4741,NEFM
10360,NPM3
9546,APBA3
6712,SPTBN2
5775,PTPN4
4090,SMAD5
6835,SURF2
8864,PER2
273,AMPH
5277,PIGA
10458,BAIAP2
1160,CKMT2
23403,FBXO46
6688,SPI1
24140,FTSJ1
9796,PHYHIP
6491,STIL
6483,ST3GAL2
8309,ACOX2
3212,HOXB2
8418,CMAHP
79968,WDR76
285,ANGPT2
978,CDA
221,ALDH3B1
6637,SNRPG
6621,SNAPC4
4065,LY75
2161,F12
9369,NRXN3
25780,RASGRP3
9687,GREB1
9586,CREB5
2294,FOXF1
8832,CD84
28952,CCDC22
9363,RAB33A
33,ACADL
1368,CPM
9837,GINS1
6665,SOX15
762,CA4
22821,RASA3
8483,CILP
7695,ZNF136
7098,TLR3
9696,CROCC
5029,P2RY2
3111,HLA-DOA
2588,GALNS
8853,ASAP2
3276,PRMT1
23639,LRRC6
55634,KRBOX4
9522,SCAMP1
2277,FIGF
7706,TRIM25
364,AQP7
63934,ZNF667
2787,GNG5
3161,HMMR
6445,SGCG
22925,PLA2R1
9139,CBFA2T2
51754,TMEM8B
27237,ARHGEF16
81857,MED25
83475,DOHH
10075,HUWE1
2317,FLNB
824,CAPN2
10106,CTDSP2
471,ATIC
23385,NCSTN
517,ATP5G2
3992,FADS1
10735,STAG2
988,CDC5L
9733,SART3
10294,DNAJA2
2130,EWSR1
23438,HARS2
25977,NECAP1
563,AZGP1
5833,PCYT2
27348,TOR1B
9595,CYTIP
1066,CES1
3833,KIFC1
54535,CCHCR1
770,CA11
9975,NR1D2
23057,NMNAT2
10473,HMGN4
51752,ERAP1
9901,SRGAP3
9179,AP4M1
26052,DNM3
10435,CDC42EP2
9378,NRXN1
2191,FAP
1522,CTSZ
5099,PCDH7
1998,ELF2
653483,MLLT4-AS1
5026,P2RX5
10632,ATP5L
11237,RNF24
22884,WDR37
9103,FCGR2C
5269,SERPINB6
5600,MAPK11
26018,LRIG1
5724,PTAFR
3488,IGFBP5
161,AP2A2
57634,EP400
7465,WEE1
55023,PHIP
10240,MRPS31
23376,UFL1
11059,WWP1
1408,CRY2
10914,PAPOLA
23041,MON2
23500,DAAM2
4665,NAB2
90480,GADD45GIP1
23158,TBC1D9
92249,LINC01278
23507,LRRC8B
7402,UTRN
84942,WDR73
5576,PRKAR2A
123803,NTAN1
2882,GPX7
92482,BBIP1
5495,PPM1B
10464,PIBF1
129642,MBOAT2
57608,KIAA1462
10196,PRMT3
594,BCKDHB
92211,CDHR1
23005,MAPKBP1
126208,ZNF787
3310,HSPA6
23366,KIAA0895
23398,PPWD1
402055,SRRD
387032,ZKSCAN4
6505,SLC1A1
783,CACNB2
3836,KPNA1
3752,KCND3
6201,RPS7
11116,FGFR1OP
9993,DGCR2
2495,FTH1
22936,ELL2
9509,ADAMTS2
2359,FPR3
3198,HOXA1
23580,CDC42EP4
4481,MSR1
5189,PEX1
80028,FBXL18
83714,NRIP2
52,ACP1
5364,PLXNB1
1211,CLTA
9380,GRHPR
2683,B4GALT1
23051,ZHX3
4499,MT1M
718,C3
51371,POMP
51280,GOLM1
10419,PRMT5
51012,PRELID3B
56937,PMEPA1
55037,PTCD3
29074,MRPL18
51564,HDAC7
10933,MORF4L1
59286,UBL5
55706,NDC1
10066,SCAMP2
54982,CLN6
64769,MEAF6
64110,MAGEF1
56995,TULP4
55197,RPRD1A
27236,ARFIP1
58486,ZBED5
51809,GALNT7
51009,DERL2
29066,ZC3H7A
54951,COMMD8
55157,DARS2
55090,MED9
54832,VPS13C
89781,HPS4
80209,PROSER1
54476,RNF216
56922,MCCC1
729515,TMEM242
79735,TBC1D17
64328,XPO4
60509,AGBL5
51337,THEM6
29923,HILPDA
55163,PNPO
55181,SMG8
60561,RINT1
9985,REC8
51278,IER5
11253,MAN1B1
64784,CRTC3
54487,DGCR8
10166,SLC25A15
58488,PCTP
58155,PTBP2
79664,ICE2
55355,HJURP
55206,SBNO1
55954,ZMAT5
51559,NT5DC3
140461,ASB8
79228,THOC6
64757,MTARC1
10885,WDR3
79035,NABP2
79752,ZFAND1
55930,MYO5C
55333,SYNJ2BP
80173,IFT74
26233,FBXL6
51411,BIN2
54465,ETAA1
79605,PGBD5
28227,PPP2R3B
51228,GLTP
64783,RBM15
57415,C3orf14
64344,HIF3A
51374,ATRAID
9567,GTPBP1
4674,NAP1L2
55188,RIC8B
404093,CUEDC1
54093,SETD4
27087,B3GAT1
79858,NEK11
64221,ROBO3
56675,NRIP3
93664,CADPS2
64283,ARHGEF28
79611,ACSS3
53353,LRP1B
80757,TMEM121
63898,SH2D4A
28968,SLC6A16
54842,MFSD6
56672,AKIP1
64430,PCNX4
51361,HOOK1
80724,ACAD10
64321,SOX17
54897,CASZ1
11092,C9orf9
79689,STEAP4
51700,CYB5R2
55296,TBC1D19
79781,IQCA1
57506,MAVS
64772,ENGASE
55509,BATF3
51078,THAP4
84187,TMEM164
55052,MRPL20
54507,ADAMTSL4
80020,FOXRED2
50854,C6orf48
80700,UBXN6
55293,UEVLD
29968,PSAT1
55766,H2AFJ
81577,GFOD2
51204,TACO1
55607,PPP1R9A
80222,TARS2
9392,TGFBRAP1
7855,FZD5
57226,LYRM2
83461,CDCA3
51606,ATP6V1H
63916,ELMO2
27090,ST6GALNAC4
7462,LAT2
55009,C19orf24
29100,TMEM208
9409,PEX16
9501,RPH3AL
10746,MAP3K2
79929,MAP6D1
79646,PANK3
51560,RAB6B
11021,RAB35
90806,ANGEL2
54862,CC2D1A
51150,SDF4
51231,VRK3
63875,MRPL17
10766,TOB2
5598,MAPK7
7067,THRA
54976,C20orf27
11033,ADAP1
11335,CBX3
51433,ANAPC5
1832,DSP
3939,LDHA
7803,PTP4A1
6633,SNRPD2
191,AHCY
1108,CHD4
8140,SLC7A5
11047,ADRM1
1471,CST3
5500,PPP1CB
6414,SEPP1
25813,SAMM50
5420,PODXL
1347,COX7A2
8539,API5
7251,TSG101
51582,AZIN1
9887,SMG7
5571,PRKAG1
1857,DVL3
1604,CD55
4175,MCM6
9202,ZMYM4
10133,OPTN
1874,E2F4
1512,CTSH
23640,HSPBP1
2965,GTF2H1
5530,PPP3CA
4089,SMAD4
25978,CHMP2B
25949,SYF2
22839,DLGAP4
3664,IRF6
6311,ATXN2
8498,RANBP3
4221,MEN1
1948,EFNB2
10282,BET1
1947,EFNB1
3485,IGFBP2
6575,SLC20A2
6786,STIM1
5335,PLCG1
3576,CXCL8
4668,NAGA
4594,MUT
6590,SLPI
56951,C5orf15
5819,PVRL2
9882,TBC1D4
4236,MFAP1
25842,ASF1A
8834,TMEM11
25776,CBY1
64601,VPS16
10712,FAM189B
4281,MID1
412,STS
547,KIF1A
9846,GAB2
6880,TAF9
3732,CD82
9371,KIF3B
9923,ZBTB40
8504,PEX3
4199,ME1
3614,IMPDH1
1054,CEBPG
51512,GTSE1
9746,CLSTN3
10964,IFI44L
23649,POLA2
29966,STRN3
11138,TBC1D8
3690,ITGB3
905,CCNT2
8100,IFT88
26100,WIPI2
9829,DNAJC6
1102,RCBTB2
2762,GMDS
9149,DYRK1B
5001,ORC5
9397,NMT2
10124,ARL4A
6584,SLC22A5
1678,TIMM8A
9585,KIF20B
5194,PEX13
10531,PITRM1
286,ANK1
79734,KCTD17
5639,PRRG2
597,BCL2A1
9877,ZC3H11A
4919,ROR1
3717,JAK2
2960,GTF2E1
6274,S100A3
8078,USP5
27304,MOCS3
5739,PTGIR
6886,TAL1
3606,IL18
55888,ZKSCAN7
5192,PEX10
51360,MBTPS2
22808,MRAS
1140,CHRNB1
2875,GPT
10990,LILRB5
5297,PI4KA
1438,CSF2RA
11146,GLMN
29855,UBN1
5394,EXOSC10
30817,ADGRE2
6396,SEC13
55715,DOK4
1063,CENPF
8527,DGKD
10938,EHD1
2868,GRK4
1908,EDN3
5093,PCBP1
7514,XPO1
54107,POLE3
54870,QRICH1
7936,NELFE
2719,GPC3
7991,TUSC3
84516,DCTN5
5178,PEG3
192286,HIGD2A
7248,TSC1
8818,DPM2
51230,PHF20
55644,OSGEP
11236,RNF139
25771,TBC1D22A
3603,IL16
5243,ABCB1
6576,SLC25A1
6877,TAF5
26140,TTLL3
10211,FLOT1
7100,TLR5
8636,SSNA1
9146,HGS
9194,SLC16A7
825,CAPN3
57142,RTN4
6573,SLC19A1
5328,PLAU
84549,MAK16
54468,MIOS
58495,OVOL2
2314,FLII
81614,NIPA2
11260,XPOT
5594,MAPK1
23053,ZSWIM8
23091,ZC3H13
23246,BOP1
23295,MGRN1
23306,NEMP1
23174,ZCCHC14
10184,LHFPL2
7334,UBE2N
10714,POLD3
9477,MED20
7779,SLC30A1
4752,NEK3
7337,UBE3A
144699,FBXL14
22990,PCNX1
6091,ROBO1
26011,TENM4
57150,SMIM8
112479,ERI2
155060,LOC155060
286148,DPY19L4
10940,POP1
8674,VAMP4
89845,ABCC10
2150,F2RL1
54898,ELOVL2
89944,GLB1L2
11213,IRAK3
23322,RPGRIP1L
5789,PTPRD
23285,KIAA1107
10740,RFPL1S
25961,NUDT13
135138,PACRG
11278,KLF12
8477,GPR65
3012,HIST1H2AE
3820,KLRB1
7003,TEAD1
84124,ZNF394
54432,YIPF1
22994,CEP131
25909,AHCTF1
23109,DDN
6651,SON
92558,CCDC64
10793,ZNF273
199731,CADM4
80342,TRAF3IP3
23085,ERC1
80036,TRPM3
2193,FARSA
27324,TOX3
7692,ZNF133
7314,UBB
81855,SFXN3
4007,PRICKLE3
4916,NTRK3
22820,COPG1
51324,SPG21
10113,PREB
60313,GPBP1L1
10905,MAN1A2
26071,FAM127B
8086,AAAS
79415,C17orf62
60491,NIF3L1
79587,CARS2
65083,NOL6
51118,UTP11L
79717,PPCS
55055,ZWILCH
51693,TRAPPC2L
64780,MICAL1
10884,MRPS30
79087,ALG12
56984,PSMG2
55343,SLC35C1
210,ALAD
54165,DCUN1D1
10161,LPAR6
54662,TBC1D13
23362,PSD3
54903,MKS1
79364,ZXDC
22950,SLC4A1AP
23583,SMUG1
51110,LACTB2
57763,ANKRA2
28960,DCPS
51121,RPL26L1
63906,GPATCH3
26504,CNNM4
79058,ASPSCR1
54020,SLC37A1
79837,PIP4K2C
23586,DDX58
79694,MANEA
23556,PIGN
55133,SRBD1
51167,CYB5R4
64768,IPPK
54482,TRMT13
29914,UBIAD1
80155,NAA15
79072,FASTKD3
79634,SCRN3
54962,TIPIN
23554,TSPAN12
54344,DPM3
56833,SLAMF8
51006,SLC35C2
79738,BBS10
55068,ENOX1
55841,WWC3
7564,ZNF16
8645,KCNK5
64393,ZMAT3
24146,CLDN15
51333,ZNF771
56935,SMCO4
55147,RBM23
79038,ZFYVE21
53829,P2RY13
387893,KMT5A
55002,TMCO3
2178,FANCE
54558,SPATA6
27436,EML4
26297,SERGEF
28959,TMEM176B
54537,FAM35A
64172,OSGEPL1
54878,DPP8
51136,RNFT1
27010,TPK1
10955,SERINC3
5361,PLXNA1
4869,NPM1
84148,KAT8
11248,NXPH3
29960,FTSJ2
55108,BSDC1
79007,DBNDD1
29894,CPSF1
9786,KIAA0586
1186,CLCN7
27315,PGAP2
83937,RASSF4
339229,OXLD1
4034,LRCH4
826,CAPNS1
10657,KHDRBS1
4691,NCL
975,CD81
2521,FUS
8887,TAX1BP1
8125,ANP32A
9167,COX7A2L
7322,UBE2D2
217,ALDH2
6888,TALDO1
10175,CNIH1
22985,ACIN1
6480,ST6GAL1
6422,SFRP1
6397,SEC14L1
10443,N4BP2L2
51567,TDP2
2171,FABP5
399979,SNX19
5349,FXYD3
4204,MECP2
6433,SFSWAP
54788,DNAJB12
528,ATP6V1C1
8260,NAA10
4087,SMAD2
9790,BMS1
10469,TIMM44
9682,KDM4A
9219,MTA2
1130,LYST
4357,MPST
10507,SEMA4D
10466,COG5
2487,FRZB
1734,DIO2
3727,JUND
63931,MRPS14
54475,NLE1
23334,SZT2
2011,MARK2
9858,PPP1R26
842,CASP9
5984,RFC4
5094,PCBP2
9319,TRIP13
23474,ETHE1
7084,TK2
22897,CEP164
8537,BCAS1
8479,HIRIP3
22863,ATG14
5303,PIN4
933,CD22
8927,BSN
1113,CHGA
9493,KIF23
8030,CCDC6
8208,CHAF1B
3425,IDUA
5393,EXOSC9
22874,PLEKHA6
5193,PEX12
1161,ERCC8
6773,STAT2
2786,GNG4
3625,INHBB
27293,SMPDL3B
10234,LRRC17
6617,SNAPC1
10420,TESK2
26872,STEAP1
22915,MMRN1
80003,PCNX2
8912,CACNA1H
2041,EPHA1
26191,PTPN22
3077,HFE
26576,SRPK3
1740,DLG2
8187,ZNF239
22891,ZNF365
6837,MED22
8809,IL18R1
9162,DGKI
7903,ST8SIA4
4325,MMP16
5646,PRSS3
7743,ZNF189
9311,ASIC3
114049,WBSCR22
10296,MAEA
6916,TBXAS1
2639,GCDH
8894,EIF2S2
51366,UBR5
3397,ID1
22992,KDM2A
3856,KRT8
3855,KRT7
51526,OSER1
10006,ABI1
8650,NUMB
6257,RXRB
8644,AKR1C3
5612,PRKRIR
56267,CCBL2
4692,NDN
5338,PLD2
7262,PHLDA2
54674,LRRN3
11187,PKP3
3953,LEPR
2104,ESRRG
9379,NRXN2
27130,INVS
8815,BANF1
419,ART3
26013,L3MBTL1
54498,SMOX
10899,JTB
10994,ILVBL
1058,CENPA
3299,HSF4
8487,GEMIN2
9609,RAB36
51552,RAB14
84296,GINS4
6175,RPLP0
23089,PEG10
25777,SUN2
10410,IFITM3
26057,ANKRD17
8888,MCM3AP
91304,TMEM259
10382,TUBB4A
10336,PCGF3
23526,HMHA1
91647,ATPAF2
90993,CREB3L1
1794,DOCK2
107,ADCY1
90957,DHX57
27124,INPP5J
5378,PMS1
51778,MYOZ2
3643,INSR
25792,CIZ1
4610,MYCL
23120,ATP10B
8880,FUBP1
8496,PPFIBP1
116138,KLHDC3
9107,MTMR6
5551,PRF1
90333,ZNF468
9725,TMEM63A
284403,WDR62
10554,AGPAT1
368,ABCC6
84164,ASCC2
490,ATP2B1
10220,GDF11
57198,ATP8B2
84823,LMNB2
57446,NDRG3
3433,IFIT2
51507,RTFDC1
54765,TRIM44
51506,UFC1
51441,YTHDF2
10093,ARPC4
79811,SLTM
9578,CDC42BPB
51566,ARMCX3
55226,NAT10
51133,KCTD3
54977,SLC25A38
55717,WDR11
55852,TEX2
64423,INF2
79594,MUL1
8491,MAP4K3
51657,STYXL1
55365,TMEM176A
23589,CARHSP1
26273,FBXO3
56901,NDUFA4L2
79693,YRDC
79768,KATNBL1
54972,TMEM132A
79050,NOC4L
60686,C14orf93
63917,GALNT11
64342,HS1BP3
55435,AP1AR
54877,ZCCHC2
10514,MYBBP1A
57103,TIGAR
57161,PELI2
26207,PITPNC1
79034,C7orf26
54834,GDAP2
23529,CLCF1
1355,COX15
10158,PDZK1IP1
51313,FAM198B
55026,TMEM255A
259266,ASPM
59349,KLHL12
51501,C11orf73
80380,PDCD1LG2
79830,ZMYM1
79785,RERGL
80164,PRR36
51157,ZNF580
56301,SLC7A10
26000,TBC1D10B
29091,STXBP6
63891,RNF123
26012,NSMF
54715,RBFOX1
81558,FAM117A
8643,PTCH2
51659,GINS2
10025,MED16
23787,MTCH1
440515,ZNF506
29086,BABAM1
54455,FBXO42
84861,KLHL22
3954,LETM1
23354,HAUS5
1839,HBEGF
375449,MAST4
58525,WIZ
79591,C10orf76
6189,RPS3A
5573,PRKAR1A
2547,XRCC6
6227,RPS21
10540,DCTN2
7317,UBA1
7126,TNFAIP1
5719,PSMD13
6513,SLC2A1
6631,SNRPC
1364,CLDN4
22938,SNW1
80777,CYB5B
955,ENTPD6
6426,SRSF1
4072,EPCAM
10412,NSA2
3475,IFRD1
5585,PKN1
4047,LSS
7979,SHFM1
1545,CYP1B1
79065,ATG9A
10664,CTCF
6742,SSBP1
2517,FUCA1
4354,MPP1
7469,NELFA
10534,SSSCA1
1612,DAPK1
9197,SLC33A1
23262,PPIP5K2
1819,DRG2
5000,ORC4
4311,MME
23480,SEC61G
25852,ARMC8
19,ABCA1
9057,SLC7A6
2230,FDX1
9896,FIG4
2175,FANCA
88,ACTN2
1613,DAPK3
22846,VASH1
7857,SCG2
4211,MEIS1
10635,RAD51AP1
23099,ZBTB43
157,ADRBK2
6794,STK11
55702,CCDC94
205,AK4
9443,MED7
5144,PDE4D
3662,IRF4
10573,MRPL28
4929,NR4A2
4751,NEK2
491,ATP2B2
3177,SLC29A2
3217,HOXB7
9140,ATG12
5778,PTPN7
4999,ORC2
2819,GPD1
27245,AHDC1
538,ATP7A
22824,HSPA4L
7189,TRAF6
8896,BUD31
22852,ANKRD26
2949,GSTM5
9832,JAKMIP2
79088,ZNF426
10538,BATF
22832,CEP162
7673,ZNF222
126,ADH1C
10650,PRELID3A
6263,RYR3
2254,FGF9
80264,ZNF430
8578,SCARF1
781,CACNA2D1
7539,ZFP37
9921,RNF10
4952,OCRL
5052,PRDX1
1312,COMT
4218,RAB8A
8405,SPOP
3837,KPNB1
4192,MDK
5876,RABGGTB
2186,BPTF
9324,HMGN3
10553,HTATIP2
23404,EXOSC2
54520,CCDC93
11240,PADI2
2890,GRIA1
10330,CNPY2
545,ATR
328,APEX1
4066,LYL1
5959,RDH5
274,BIN1
26268,FBXO9
5976,UPF1
23305,ACSL6
6799,SULT1A2
5730,PTGDS
940,CD28
552889,ATXN7L3B
23389,MED13L
5295,PIK3R1
5934,RBL2
23509,POFUT1
10116,FEM1B
23070,CMTR1
23392,KIAA0368
11017,SNRNP27
91746,YTHDC1
1654,DDX3X
23052,ENDOD1
3512,JCHAIN
57591,MKL1
26130,GAPVD1
26030,PLEKHG3
23268,DNMBP
51588,PIAS4
26009,ZZZ3
23357,ANGEL1
898,CCNE1
222161,DKFZP586I1420
3831,KLC1
5733,PTGER3
347733,TUBB2B
283537,SLC46A3
10260,DENND4A
84720,PIGO
23030,KDM4B
8733,GPAA1
84908,FAM136A
11070,TMEM115
23657,SLC7A11
51094,ADIPOR1
51144,HSD17B12
138050,HGSNAT
117246,FTSJ3
79624,ARMT1
79672,FN3KRP
23683,PRKD3
55253,TYW1
11338,U2AF2
55652,SLC48A1
27037,TRMT2A
56892,C8orf4
51115,RMDN1
56983,POGLUT1
54801,HAUS6
55153,SDAD1
11179,ZNF277
10352,WARS2
65095,KRI1
78991,PCYOX1L
55729,ATF7IP
55093,WDYHV1
79736,TEFM
144404,TMEM120B
192670,AGO4
51016,EMC9
55295,KLHL26
60560,NAA35
79669,C3orf52
79801,SHCBP1
10347,ABCA7
79783,SUGCT
51440,HPCAL4
254394,MCM9
8110,DPF3
79918,SETD6
79804,HAND2-AS1
55094,GPATCH1
64927,TTC23
55184,DZANK1
55034,MOCOS
26507,CNNM1
11162,NUDT6
57118,CAMK1D
80034,CSRNP3
64078,SLC28A3
54407,SLC38A2
83448,PUS7L
55689,YEATS2
83460,EMC6
66035,SLC2A11
81847,RNF146
9334,B4GALT5
79365,BHLHE41
54469,ZFAND6
118433,RPL23AP7
60626,RIC8A
54908,SPDL1
54434,SSH1
9563,H6PD
84818,IL17RC
2982,GUCY1A3
2018,EMX2
51011,FAHD2A
347902,AMIGO2
58513,EPS15L1
51531,TRMO
150244,ZDHHC8P1
10906,TRAFD1
27241,BBS9
23094,SIPA1L3
55101,ATP5SL
23399,CTDNEP1
79036,KXD1
3190,HNRNPK
10992,SF3B2
10728,PTGES3
2752,GLUL
1974,EIF4A2
262,AMD1
10250,SRRM1
7832,BTG2
79602,ADIPOR2
950,SCARB2
5431,POLR2B
1362,CPD
9794,MAML1
2073,ERCC5
1719,DHFR
2305,FOXM1
53,ACP2
5519,PPP2R1B
10269,ZMPSTE24
9529,BAG5
3632,INPP5A
9647,PPM1F
9425,CDYL
22850,ADNP2
4753,NELL2
10016,PDCD6
9731,CEP104
10912,GADD45G
5155,PDGFB
4501,MT1X
2581,GALC
5534,PPP3R1
9603,NFE2L3
5281,PIGF
7746,ZSCAN9
1962,EHHADH
1968,EIF2S3
53340,SPA17
794,CALB2
9636,ISG15
1311,COMP
55346,TCP11L1
6094,ROM1
10201,NME6
10216,PRG4
3680,ITGA9
54739,XAF1
116986,AGAP2
9211,LGI1
5294,PIK3CG
2241,FER
7225,TRPC6
10693,CCT6B
1910,EDNRB
8840,WISP1
414,ARSD
22878,TRAPPC8
9028,RHBDL1
10073,SNUPN
94134,ARHGAP12
1240,CMKLR1
7439,BEST1
863,CBFA2T3
